rowid,country,region,region_code,start_date,end_date,days,year,week,population,total_deaths,covid_deaths,expected_deaths,cadence,month
848,Malaysia,Malaysia,0,2019-04-01,2019-04-30,30,2019,,33573874,14128,0,TBC,monthly,4
849,Malaysia,Malaysia,0,2019-05-01,2019-05-31,31,2019,,33573874,14540,0,TBC,monthly,5
850,Malaysia,Malaysia,0,2019-06-01,2019-06-30,30,2019,,33573874,14734,0,TBC,monthly,6
851,Malaysia,Malaysia,0,2019-07-01,2019-07-31,31,2019,,33573874,14850,0,TBC,monthly,7
852,Malaysia,Malaysia,0,2019-08-01,2019-08-31,31,2019,,33573874,14328,0,TBC,monthly,8
853,Malaysia,Malaysia,0,2019-09-01,2019-09-30,30,2019,,33573874,13579,0,TBC,monthly,9
854,Malaysia,Malaysia,0,2019-10-01,2019-10-31,31,2019,,33573874,14282,0,TBC,monthly,10
855,Malaysia,Malaysia,0,2019-11-01,2019-11-30,30,2019,,33573874,14685,0,TBC,monthly,11
856,Malaysia,Malaysia,0,2019-12-01,2019-12-31,31,2019,,33573874,15599,0,TBC,monthly,12
857,Malaysia,Malaysia,0,2020-01-01,2020-01-31,31,2020,,33573874,16028,0,TBC,monthly,1
858,Malaysia,Malaysia,0,2020-02-01,2020-02-29,29,2020,,33573874,13827,0,TBC,monthly,2
859,Malaysia,Malaysia,0,2020-03-01,2020-03-31,31,2020,,33573874,14676,48,TBC,monthly,3
860,Malaysia,Malaysia,0,2020-04-01,2020-04-30,30,2020,,33573874,13038,55,TBC,monthly,4
861,Malaysia,Malaysia,0,2020-05-01,2020-05-31,31,2020,,33573874,13886,12,TBC,monthly,5
862,Malaysia,Malaysia,0,2020-06-01,2020-06-30,30,2020,,33573874,13317,6,TBC,monthly,6
863,Malaysia,Malaysia,0,2020-07-01,2020-07-31,31,2020,,33573874,13659,4,TBC,monthly,7
864,Malaysia,Malaysia,0,2020-08-01,2020-08-31,31,2020,,33573874,13950,2,TBC,monthly,8
865,Malaysia,Malaysia,0,2020-09-01,2020-09-30,30,2020,,33573874,13249,9,TBC,monthly,9
866,Malaysia,Malaysia,0,2020-10-01,2020-10-31,31,2020,,33573874,13951,127,TBC,monthly,10
867,Malaysia,Malaysia,0,2020-11-01,2020-11-30,30,2020,,33573874,12885,97,TBC,monthly,11
868,Malaysia,Malaysia,0,2020-12-01,2020-12-31,31,2020,,33573874,14201,111,TBC,monthly,12
869,Malaysia,Malaysia,0,2021-01-01,2021-01-31,31,2021,,33573874,16105,289,TBC,monthly,1
870,Malaysia,Malaysia,0,2021-02-01,2021-02-28,28,2021,,33573874,14282,375,TBC,monthly,2
871,Malaysia,Malaysia,0,2021-03-01,2021-03-31,31,2021,,33573874,15350,137,TBC,monthly,3
872,Malaysia,Malaysia,0,2021-04-01,2021-04-30,30,2021,,33573874,14817,234,TBC,monthly,4
873,Malaysia,Malaysia,0,2021-05-01,2021-05-31,31,2021,,33573874,17979,1290,TBC,monthly,5
874,Malaysia,Malaysia,0,2021-06-01,2021-06-30,30,2021,,33573874,17434,2374,TBC,monthly,6
875,Malaysia,Malaysia,0,2021-07-01,2021-07-31,31,2021,,33573874,22489,3854,TBC,monthly,7
876,Malaysia,Malaysia,0,2021-08-01,2021-08-31,31,2021,,33573874,23958,7640,TBC,monthly,8
877,Malaysia,Malaysia,0,2021-09-01,2021-09-30,30,2021,,33573874,19137,9671,TBC,monthly,9
878,Malaysia,Malaysia,0,2021-10-01,2021-10-31,31,2021,,33573874,19189,2577,TBC,monthly,10
879,Malaysia,Malaysia,0,2021-11-01,2021-11-30,30,2021,,33573874,17019,1513,TBC,monthly,11
880,Malaysia,Malaysia,0,2021-12-01,2021-12-31,31,2021,,33573874,17540,1062,TBC,monthly,12
881,Malaysia,Malaysia,0,2022-01-01,2022-01-31,31,2022,,33573874,16465,491,TBC,monthly,1
882,Malaysia,Malaysia,0,2022-02-01,2022-02-28,28,2022,,33573874,15603,771,TBC,monthly,2
883,Malaysia,Malaysia,0,2022-03-01,2022-03-31,31,2022,,33573874,21173,2234,TBC,monthly,3
884,Malaysia,Malaysia,0,2022-04-01,2022-04-30,30,2022,,33573874,16176,564,TBC,monthly,4
885,Malaysia,Malaysia,0,2022-05-01,2022-05-31,31,2022,,33573874,16558,129,TBC,monthly,5
886,Malaysia,Malaysia,0,2022-06-01,2022-06-30,30,2022,,33573874,14038,89,TBC,monthly,6
887,Uruguay,Uruguay,0,2015-01-01,2015-01-31,31,2015,,3426260,2514,0,TBC,monthly,1
888,Uruguay,Uruguay,0,2015-02-01,2015-02-28,28,2015,,3426260,2219,0,TBC,monthly,2
889,Uruguay,Uruguay,0,2015-03-01,2015-03-31,31,2015,,3426260,2474,0,TBC,monthly,3
890,Uruguay,Uruguay,0,2015-04-01,2015-04-30,30,2015,,3426260,2485,0,TBC,monthly,4
891,Uruguay,Uruguay,0,2015-05-01,2015-05-31,31,2015,,3426260,2736,0,TBC,monthly,5
892,Uruguay,Uruguay,0,2015-06-01,2015-06-30,30,2015,,3426260,2948,0,TBC,monthly,6
893,Uruguay,Uruguay,0,2015-07-01,2015-07-31,31,2015,,3426260,3545,0,TBC,monthly,7
894,Uruguay,Uruguay,0,2015-08-01,2015-08-31,31,2015,,3426260,3100,0,TBC,monthly,8
895,Uruguay,Uruguay,0,2015-09-01,2015-09-30,30,2015,,3426260,2940,0,TBC,monthly,9
896,Uruguay,Uruguay,0,2015-10-01,2015-10-31,31,2015,,3426260,2804,0,TBC,monthly,10
897,Uruguay,Uruguay,0,2015-11-01,2015-11-30,30,2015,,3426260,2544,0,TBC,monthly,11
898,Uruguay,Uruguay,0,2015-12-01,2015-12-31,31,2015,,3426260,2658,0,TBC,monthly,12
899,Uruguay,Uruguay,0,2016-01-01,2016-01-31,31,2016,,3426260,2576,0,TBC,monthly,1
900,Uruguay,Uruguay,0,2016-02-01,2016-02-29,29,2016,,3426260,2403,0,TBC,monthly,2
901,Uruguay,Uruguay,0,2016-03-01,2016-03-31,31,2016,,3426260,2558,0,TBC,monthly,3
902,Uruguay,Uruguay,0,2016-04-01,2016-04-30,30,2016,,3426260,2444,0,TBC,monthly,4
903,Uruguay,Uruguay,0,2016-05-01,2016-05-31,31,2016,,3426260,3351,0,TBC,monthly,5
904,Uruguay,Uruguay,0,2016-06-01,2016-06-30,30,2016,,3426260,3577,0,TBC,monthly,6
905,Uruguay,Uruguay,0,2016-07-01,2016-07-31,31,2016,,3426260,3358,0,TBC,monthly,7
906,Uruguay,Uruguay,0,2016-08-01,2016-08-31,31,2016,,3426260,3187,0,TBC,monthly,8
907,Uruguay,Uruguay,0,2016-09-01,2016-09-30,30,2016,,3426260,2956,0,TBC,monthly,9
908,Uruguay,Uruguay,0,2016-10-01,2016-10-31,31,2016,,3426260,2702,0,TBC,monthly,10
909,Uruguay,Uruguay,0,2016-11-01,2016-11-30,30,2016,,3426260,2555,0,TBC,monthly,11
910,Uruguay,Uruguay,0,2016-12-01,2016-12-31,31,2016,,3426260,2606,0,TBC,monthly,12
911,Uruguay,Uruguay,0,2017-01-01,2017-01-31,31,2017,,3426260,2565,0,TBC,monthly,1
912,Uruguay,Uruguay,0,2017-02-01,2017-02-28,28,2017,,3426260,2265,0,TBC,monthly,2
913,Uruguay,Uruguay,0,2017-03-01,2017-03-31,31,2017,,3426260,2624,0,TBC,monthly,3
914,Uruguay,Uruguay,0,2017-04-01,2017-04-30,30,2017,,3426260,2507,0,TBC,monthly,4
915,Uruguay,Uruguay,0,2017-05-01,2017-05-31,31,2017,,3426260,2732,0,TBC,monthly,5
916,Uruguay,Uruguay,0,2017-06-01,2017-06-30,30,2017,,3426260,3403,0,TBC,monthly,6
917,Uruguay,Uruguay,0,2017-07-01,2017-07-31,31,2017,,3426260,3415,0,TBC,monthly,7
918,Uruguay,Uruguay,0,2017-08-01,2017-08-31,31,2017,,3426260,3048,0,TBC,monthly,8
919,Uruguay,Uruguay,0,2017-09-01,2017-09-30,30,2017,,3426260,2833,0,TBC,monthly,9
920,Uruguay,Uruguay,0,2017-10-01,2017-10-31,31,2017,,3426260,2678,0,TBC,monthly,10
921,Uruguay,Uruguay,0,2017-11-01,2017-11-30,30,2017,,3426260,2458,0,TBC,monthly,11
922,Uruguay,Uruguay,0,2017-12-01,2017-12-31,31,2017,,3426260,2645,0,TBC,monthly,12
923,Uruguay,Uruguay,0,2018-01-01,2018-01-31,31,2018,,3426260,2525,0,TBC,monthly,1
924,Uruguay,Uruguay,0,2018-02-01,2018-02-28,28,2018,,3426260,2231,0,TBC,monthly,2
925,Uruguay,Uruguay,0,2018-03-01,2018-03-31,31,2018,,3426260,2518,0,TBC,monthly,3
926,Uruguay,Uruguay,0,2018-04-01,2018-04-30,30,2018,,3426260,2458,0,TBC,monthly,4
927,Uruguay,Uruguay,0,2018-05-01,2018-05-31,31,2018,,3426260,2746,0,TBC,monthly,5
928,Uruguay,Uruguay,0,2018-06-01,2018-06-30,30,2018,,3426260,3210,0,TBC,monthly,6
929,Uruguay,Uruguay,0,2018-07-01,2018-07-31,31,2018,,3426260,3392,0,TBC,monthly,7
930,Uruguay,Uruguay,0,2018-08-01,2018-08-31,31,2018,,3426260,3721,0,TBC,monthly,8
931,Uruguay,Uruguay,0,2018-09-01,2018-09-30,30,2018,,3426260,3282,0,TBC,monthly,9
932,Uruguay,Uruguay,0,2018-10-01,2018-10-31,31,2018,,3426260,2885,0,TBC,monthly,10
933,Uruguay,Uruguay,0,2018-11-01,2018-11-30,30,2018,,3426260,2652,0,TBC,monthly,11
934,Uruguay,Uruguay,0,2018-12-01,2018-12-31,31,2018,,3426260,2508,0,TBC,monthly,12
935,Uruguay,Uruguay,0,2019-01-01,2019-01-31,31,2019,,3426260,2720,0,TBC,monthly,1
936,Uruguay,Uruguay,0,2019-02-01,2019-02-28,28,2019,,3426260,2318,0,TBC,monthly,2
937,Uruguay,Uruguay,0,2019-03-01,2019-03-31,31,2019,,3426260,2641,0,TBC,monthly,3
938,Uruguay,Uruguay,0,2019-04-01,2019-04-30,30,2019,,3426260,2580,0,TBC,monthly,4
939,Uruguay,Uruguay,0,2019-05-01,2019-05-31,31,2019,,3426260,2904,0,TBC,monthly,5
940,Uruguay,Uruguay,0,2019-06-01,2019-06-30,30,2019,,3426260,3005,0,TBC,monthly,6
941,Uruguay,Uruguay,0,2019-07-01,2019-07-31,31,2019,,3426260,3720,0,TBC,monthly,7
942,Uruguay,Uruguay,0,2019-08-01,2019-08-31,31,2019,,3426260,3515,0,TBC,monthly,8
943,Uruguay,Uruguay,0,2019-09-01,2019-09-30,30,2019,,3426260,3206,0,TBC,monthly,9
944,Uruguay,Uruguay,0,2019-10-01,2019-10-31,31,2019,,3426260,2916,0,TBC,monthly,10
945,Uruguay,Uruguay,0,2019-11-01,2019-11-30,30,2019,,3426260,2659,0,TBC,monthly,11
946,Uruguay,Uruguay,0,2019-12-01,2019-12-31,31,2019,,3426260,2623,0,TBC,monthly,12
947,Uruguay,Uruguay,0,2020-01-01,2020-01-31,31,2020,,3426260,2546,0,TBC,monthly,1
948,Uruguay,Uruguay,0,2020-02-01,2020-02-29,29,2020,,3426260,2427,0,TBC,monthly,2
949,Uruguay,Uruguay,0,2020-03-01,2020-03-31,31,2020,,3426260,2601,1,TBC,monthly,3
950,Uruguay,Uruguay,0,2020-04-01,2020-04-30,30,2020,,3426260,2511,16,TBC,monthly,4
951,Uruguay,Uruguay,0,2020-05-01,2020-05-31,31,2020,,3426260,2718,5,TBC,monthly,5
952,Uruguay,Uruguay,0,2020-06-01,2020-06-30,30,2020,,3426260,2707,5,TBC,monthly,6
953,Uruguay,Uruguay,0,2020-07-01,2020-07-31,31,2020,,3426260,3162,8,TBC,monthly,7
954,Uruguay,Uruguay,0,2020-08-01,2020-08-31,31,2020,,3426260,2952,9,TBC,monthly,8
955,Uruguay,Uruguay,0,2020-09-01,2020-09-30,30,2020,,3426260,2866,4,TBC,monthly,9
956,Uruguay,Uruguay,0,2020-10-01,2020-10-31,31,2020,,3426260,2721,10,TBC,monthly,10
957,Uruguay,Uruguay,0,2020-11-01,2020-11-30,30,2020,,3426260,2568,19,TBC,monthly,11
958,Uruguay,Uruguay,0,2020-12-01,2020-12-31,31,2020,,3426260,2859,104,TBC,monthly,12
959,Uruguay,Uruguay,0,2021-01-01,2021-01-31,31,2021,,3426260,3140,255,TBC,monthly,1
960,Uruguay,Uruguay,0,2021-02-01,2021-02-28,28,2021,,3426260,1877,172,TBC,monthly,2
961,Uruguay,Uruguay,0,2021-03-01,2021-03-31,31,2021,,3426260,3115,366,TBC,monthly,3
962,Uruguay,Uruguay,0,2021-04-01,2021-04-30,30,2021,,3426260,4467,1642,TBC,monthly,4
963,Uruguay,Uruguay,0,2021-05-01,2021-05-31,31,2021,,3426260,4808,1660,TBC,monthly,5
964,Uruguay,Uruguay,0,2021-06-01,2021-06-30,30,2021,,3426260,4437,1317,TBC,monthly,6
965,Uruguay,Uruguay,0,2021-07-01,2021-07-31,31,2021,,3426260,3702,371,TBC,monthly,7
966,Uruguay,Uruguay,0,2021-08-01,2021-08-31,31,2021,,3426260,3372,68,TBC,monthly,8
967,Uruguay,Uruguay,0,2021-09-01,2021-09-30,30,2021,,3426260,3068,23,TBC,monthly,9
968,Uruguay,Uruguay,0,2021-10-01,2021-10-31,31,2021,,3426260,2766,23,TBC,monthly,10
969,Uruguay,Uruguay,0,2021-11-01,2021-11-30,30,2021,,3426260,2804,53,TBC,monthly,11
970,Uruguay,Uruguay,0,2021-12-01,2021-12-31,31,2021,,3426260,3043,39,TBC,monthly,12
971,Uruguay,Uruguay,0,2022-01-01,2022-01-31,31,2022,,3426260,3765,309,TBC,monthly,1
972,Uruguay,Uruguay,0,2022-02-01,2022-02-28,28,2022,,3426260,3630,506,TBC,monthly,2
973,Uruguay,Uruguay,0,2022-03-01,2022-03-31,31,2022,,3426260,3023,174,TBC,monthly,3
974,Uruguay,Uruguay,0,2022-04-01,2022-04-30,30,2022,,3426260,2908,44,TBC,monthly,4
975,Uruguay,Uruguay,0,2022-05-01,2022-05-31,31,2022,,3426260,3301,35,TBC,monthly,5
976,Uruguay,Uruguay,0,2022-06-01,2022-06-30,30,2022,,3426260,3948,93,TBC,monthly,6
977,Uruguay,Uruguay,0,2022-07-01,2022-07-31,31,2022,,3426260,3774,72,TBC,monthly,7
978,Greenland,Greenland,0,2015-01-01,2015-01-31,31,2015,,56243,44,0,TBC,monthly,1
979,Greenland,Greenland,0,2015-02-01,2015-02-28,28,2015,,56243,33,0,TBC,monthly,2
980,Greenland,Greenland,0,2015-03-01,2015-03-31,31,2015,,56243,45,0,TBC,monthly,3
981,Greenland,Greenland,0,2015-04-01,2015-04-30,30,2015,,56243,39,0,TBC,monthly,4
982,Greenland,Greenland,0,2015-05-01,2015-05-31,31,2015,,56243,41,0,TBC,monthly,5
983,Greenland,Greenland,0,2015-06-01,2015-06-30,30,2015,,56243,41,0,TBC,monthly,6
984,Greenland,Greenland,0,2015-07-01,2015-07-31,31,2015,,56243,39,0,TBC,monthly,7
985,Greenland,Greenland,0,2015-08-01,2015-08-31,31,2015,,56243,39,0,TBC,monthly,8
986,Greenland,Greenland,0,2015-09-01,2015-09-30,30,2015,,56243,34,0,TBC,monthly,9
987,Greenland,Greenland,0,2015-10-01,2015-10-31,31,2015,,56243,29,0,TBC,monthly,10
988,Greenland,Greenland,0,2015-11-01,2015-11-30,30,2015,,56243,35,0,TBC,monthly,11
989,Greenland,Greenland,0,2015-12-01,2015-12-31,31,2015,,56243,53,0,TBC,monthly,12
990,Greenland,Greenland,0,2016-01-01,2016-01-31,31,2016,,56243,36,0,TBC,monthly,1
991,Greenland,Greenland,0,2016-02-01,2016-02-29,29,2016,,56243,44,0,TBC,monthly,2
992,Greenland,Greenland,0,2016-03-01,2016-03-31,31,2016,,56243,35,0,TBC,monthly,3
993,Greenland,Greenland,0,2016-04-01,2016-04-30,30,2016,,56243,42,0,TBC,monthly,4
994,Greenland,Greenland,0,2016-05-01,2016-05-31,31,2016,,56243,46,0,TBC,monthly,5
995,Greenland,Greenland,0,2016-06-01,2016-06-30,30,2016,,56243,36,0,TBC,monthly,6
996,Greenland,Greenland,0,2016-07-01,2016-07-31,31,2016,,56243,42,0,TBC,monthly,7
997,Greenland,Greenland,0,2016-08-01,2016-08-31,31,2016,,56243,36,0,TBC,monthly,8
998,Greenland,Greenland,0,2016-09-01,2016-09-30,30,2016,,56243,43,0,TBC,monthly,9
999,Greenland,Greenland,0,2016-10-01,2016-10-31,31,2016,,56243,37,0,TBC,monthly,10
1000,Greenland,Greenland,0,2016-11-01,2016-11-30,30,2016,,56243,34,0,TBC,monthly,11
